product_title,Type,count_of_reviews,product_url,part_number,product_description,product_description,skuid,units_sold,product_attributes,product_reviews,product_warranty,sale_price,price_tier,search_term,category,revenue,market_share
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1290/20473569-P?searchTerm=sensors,Part # ABS1290,[],"['', 'Condensers feature spot welded vibration resistant internal connections']",20473569,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,67.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1360/20473564-P?searchTerm=sensors,Part # ABS1360,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473564,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,173.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1362/20473562-P?searchTerm=sensors,Part # ABS1362,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473562,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,152.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1387/20473542-P?searchTerm=sensors,Part # ABS1387,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473542,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,183.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1359/20473526-P?searchTerm=sensors,Part # ABS1359,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473526,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,173.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1341/20473525-P?searchTerm=sensors,Part # ABS1341,[],"['', 'Condensers meet or exceed the original for OE plus performance.']",20473525,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,78.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1344/20473523-P?searchTerm=sensors,Part # ABS1344,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473523,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,474.99,>400$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1356/20473513-P?searchTerm=sensors,Part # ABS1356,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20473513,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,229.99,201-400$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1340/20473512-P?searchTerm=sensors,Part # ABS1340,[],"['', 'Condensers meet or exceed the original for OE plus performance.']",20473512,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,84.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs925/20472995-P?searchTerm=sensors,Part # ABS925,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472995,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,66.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs926/20472994-P?searchTerm=sensors,Part # ABS926,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472994,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,62.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs927/20472993-P?searchTerm=sensors,Part # ABS927,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472993,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,64.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs929/20472991-P?searchTerm=sensors,Part # ABS929,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472991,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,166.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs935/20472985-P?searchTerm=sensors,Part # ABS935,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472985,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,165.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs938/20472982-P?searchTerm=sensors,Part # ABS938,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472982,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,163.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs904/20472959-P?searchTerm=sensors,Part # ABS904,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",20472959,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,54.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs910/20472953-P?searchTerm=sensors,Part # ABS910,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",20472953,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,51.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs911/20472952-P?searchTerm=sensors,Part # ABS911,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",20472952,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,43.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs912/20472951-P?searchTerm=sensors,Part # ABS912,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",20472951,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,65.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs914/20472949-P?searchTerm=sensors,Part # ABS914,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",20472949,0,ABS Wheel Speed Sensor,(2 reviews),LIMITED LIFETIME REPLACEMENT,47.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs952/20472917-P?searchTerm=sensors,Part # ABS952,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472917,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,159.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs887/20472908-P?searchTerm=sensors,Part # ABS887,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",20472908,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,185.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs806/20472894-P?searchTerm=sensors,Part # ABS806,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472894,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,206.99,201-400$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs807/20472893-P?searchTerm=sensors,Part # ABS807,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472893,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,191.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs784/20472860-P?searchTerm=sensors,Part # ABS784,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472860,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,161.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs880/20472820-P?searchTerm=sensors,Part # ABS880,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",20472820,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,174.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs841/20472804-P?searchTerm=sensors,Part # ABS841,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472804,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,335.99,201-400$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs842/20472803-P?searchTerm=sensors,Part # ABS842,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472803,0,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,196.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs848/20472797-P?searchTerm=sensors,Part # ABS848,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",20472797,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,209.99,201-400$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-vehicle-speed-sensor-s8310/18481043-P?searchTerm=sensors,Part # S8310,[],"['', 'Designed to OE standards for ease of installation']",18481043,5,Vehicle Speed Sensor,(9 reviews),LIMITED LIFETIME REPLACEMENT,99.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,499.95,0.103612715
carquest vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-vehicle-speed-sensor-s8363/18480750-P?searchTerm=sensors,Part # S8363,[],"['', 'Designed to OE standards for ease of installation']",18480750,1,Vehicle Speed Sensor,(4 reviews),LIMITED LIFETIME REPLACEMENT,19.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,19.99,0.004142851
carquest vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-vehicle-speed-sensor-s8308/18480645-P?searchTerm=sensors,Part # S8308,[],"['', 'Designed to OE standards for ease of installation']",18480645,0,Vehicle Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,53.99,51-100$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-vehicle-speed-sensor-s8203/18480644-P?searchTerm=sensors,Part # S8203,[],"['', 'Designed to OE standards for ease of installation']",18480644,1,Vehicle Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,34.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,34.49,0.00714792
carquest vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-vehicle-speed-sensor-s8319/18480339-P?searchTerm=sensors,Part # S8319,[],"['', 'Designed to OE standards for ease of installation']",18480339,1,Vehicle Speed Sensor,(4 reviews),LIMITED LIFETIME REPLACEMENT,27.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,27.49,0.005697197
carquest premium abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-abs-wheel-speed-sensor-arc1297/12560714-P?searchTerm=sensors,Part # ARC1297,[],[],12560714,2,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,34.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,69.98,0.014503086
carquest premium abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-abs-wheel-speed-sensor-arc1547/12507481-P?searchTerm=sensors,Part # ARC1547,[],"['', 'Premium quality materials for longer service life\nSealed connections (where applicable) to prevent environmental corrosion and performance issues\nGlobal coverage for import and/or domestic applications\nOE specified wire gauge to ensure a reliable electrical connection\nDesigned to meet or exceed OE specifications in form, fit and function']",12507481,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,34.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest premium vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-vehicle-speed-sensor-sba3658/12474318-P?searchTerm=sensors,Part # SBA3658,[],[],12474318,28,Vehicle Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,37.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,1063.72,0.22045188
carquest premium vehicle speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-vehicle-speed-sensor-sbc3769/12474206-P?searchTerm=sensors,Part # SBC3769,[],[],12474206,1,Vehicle Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,42.49,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,42.49,0.008805889
carquest premium automatic transmission speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-automatic-transmission-speed-sensor-snc1041/12472831-P?searchTerm=sensors,Part # SNC1041,[],"['', 'Lifecycle tested to meet or exceed OE specifications\nDirect OE replacement\nHigh strength thermoplastic is resistant to shock, temperature and chemicals. Also protects internal components from moisture and contaminants.\nGlobal coverage for import and/or domestic applications.']",12472831,2,Automatic Transmission Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,45.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,91.98,0.019062501
carquest premium abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-abs-wheel-speed-sensor-ara2652/12471839-P?searchTerm=sensors,Part # ARA2652,[],"['', 'High grade materials that are equal to or better than OE provide durability and long service life\nAll ABS sensors are tested for proper fit, form, and function\nWire diameter and sheathing same or larger than OE to ensure product quality\nGlass filled reinforced plastic for superior resistance to automotive fluids, dirt, salt and road debris\nIncludes all necessary brackets and hardware']",12471839,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,124.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest premium abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-abs-wheel-speed-sensor-arn1429/12471824-P?searchTerm=sensors,Part # ARN1429,[],"['', 'High grade materials that are equal to or better than OE provide durability and long service life\nAll ABS sensors are tested for proper fit, form, and function\nWire diameter and sheathing same or larger than OE to ensure product quality\nGlass filled reinforced plastic for superior resistance to automotive fluids, dirt, salt and road debris\nIncludes all necessary brackets and hardware']",12471824,0,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,155.99,101-200$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0,0
carquest premium automatic transmission speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-automatic-transmission-speed-sensor-sbc3664/12471753-P?searchTerm=sensors,Part # SBC3664,[],[],12471753,12,Automatic Transmission Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,29.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,359.88,0.074583746
carquest premium abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-abs-wheel-speed-sensor-sbc3665/12471742-P?searchTerm=sensors,Part # SBC3665,[],[],12471742,6,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,19.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,119.94,0.024857104
carquest premium abs wheel speed sensor,Speed sensor,NA,https://shop.advanceautoparts.com/p/carquest-premium-abs-wheel-speed-sensor-arc1273/12471730-P?searchTerm=sensors,Part # ARC1273,[],"['', 'High grade materials that are equal to or better than OE provide durability and long service life\nAll ABS sensors are tested for proper fit, form, and function\nWire diameter and sheathing same or larger than OE to ensure product quality\nGlass filled reinforced plastic for superior resistance to automotive fluids, dirt, salt and road debris\nIncludes all necessary brackets and hardware']",12471730,3,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,34.99,0-50$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,104.97,0.021754629
