title,Type,count_of_reviews,product_url,part_number,product_description,product_description1,product_title,product_attributes,product_reviews,product_warranty,product_reg_price,skuid,search_term,category,units_sold,sale_price,price_tier,revenue,market_share
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1087/20473745-P?searchTerm=sensors,Part # ABS1087,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(2 reviews),LIMITED LIFETIME REPLACEMENT,$56.99,20473745,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,56.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1429/20473726-P?searchTerm=sensors,Part # ABS1429,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$133.99,20473726,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,133.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1448/20473711-P?searchTerm=sensors,Part # ABS1448,[],"['', 'Coolant temperature sensors meet or exceed the original for OE plus performance.']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$104.99,20473711,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,104.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1461/20473689-P?searchTerm=sensors,Part # ABS1461,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$68.99,20473689,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,68.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1511/20473668-P?searchTerm=sensors,Part # ABS1511,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",Carquest,ABS Wheel Speed Sensor,(9 reviews),LIMITED LIFETIME REPLACEMENT,$26.49,20473668,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,26.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1501/20473663-P?searchTerm=sensors,Part # ABS1501,[],"['', ""Copper alloy conductors ensure superior electrical conductivity with low resistive losses\nOur parts are 100% tested to verify both mechanical and electrical switching performance.\nRobust design and high grade materials meet the stringent demands of today's service professional""]",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$64.99,20473663,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,64.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1493/20473628-P?searchTerm=sensors,Part # ABS1493,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$241.99,20473628,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,,241.99,201-400$,,
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1498/20473624-P?searchTerm=sensors,Part # ABS1498,[],"['', 'OE-matching Hall sensor signal ensures optimum performance\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality housing prevents corrosion to extend lifespan of sensor\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",Carquest,ABS Wheel Speed Sensor,(3 reviews),LIMITED LIFETIME REPLACEMENT,$121.99,20473624,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,121.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1297/20473617-P?searchTerm=sensors,Part # ABS1297,[],"['', 'Condensers meet or exceed the original for OE plus performance.']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$43.99,20473617,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,43.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1292/20473606-P?searchTerm=sensors,Part # ABS1292,[],"['', 'Condensers feature spot welded vibration resistant internal connections']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$48.49,20473606,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,48.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1321/20473596-P?searchTerm=sensors,Part # ABS1321,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$79.99,20473596,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,79.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1294/20473581-P?searchTerm=sensors,Part # ABS1294,[],"['', 'Condensers feature spot welded vibration resistant internal connections']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$43.99,20473581,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,43.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1290/20473569-P?searchTerm=sensors,Part # ABS1290,[],"['', 'Condensers feature spot welded vibration resistant internal connections']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$67.99,20473569,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,67.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1360/20473564-P?searchTerm=sensors,Part # ABS1360,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$173.99,20473564,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,173.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1362/20473562-P?searchTerm=sensors,Part # ABS1362,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$152.99,20473562,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,152.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1387/20473542-P?searchTerm=sensors,Part # ABS1387,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$183.99,20473542,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,183.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1359/20473526-P?searchTerm=sensors,Part # ABS1359,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$173.99,20473526,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,173.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1341/20473525-P?searchTerm=sensors,Part # ABS1341,[],"['', 'Condensers meet or exceed the original for OE plus performance.']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$78.99,20473525,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,78.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1344/20473523-P?searchTerm=sensors,Part # ABS1344,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$474.99,20473523,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,474.99,>400$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1356/20473513-P?searchTerm=sensors,Part # ABS1356,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$229.99,20473513,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,229.99,201-400$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs1340/20473512-P?searchTerm=sensors,Part # ABS1340,[],"['', 'Condensers meet or exceed the original for OE plus performance.']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$84.99,20473512,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,84.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs925/20472995-P?searchTerm=sensors,Part # ABS925,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$66.99,20472995,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,66.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs926/20472994-P?searchTerm=sensors,Part # ABS926,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$62.99,20472994,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,62.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs927/20472993-P?searchTerm=sensors,Part # ABS927,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$64.99,20472993,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,64.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs929/20472991-P?searchTerm=sensors,Part # ABS929,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$166.99,20472991,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,166.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs935/20472985-P?searchTerm=sensors,Part # ABS935,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$165.99,20472985,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,165.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs938/20472982-P?searchTerm=sensors,Part # ABS938,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$163.99,20472982,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,163.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs904/20472959-P?searchTerm=sensors,Part # ABS904,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$54.99,20472959,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,54.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs910/20472953-P?searchTerm=sensors,Part # ABS910,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$51.99,20472953,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,51.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs911/20472952-P?searchTerm=sensors,Part # ABS911,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$43.99,20472952,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,43.99,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs912/20472951-P?searchTerm=sensors,Part # ABS912,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion\nAs a global manufacturer, we maintain complete quality control throughout the manufacturing process']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$65.99,20472951,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,65.99,51-100$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs914/20472949-P?searchTerm=sensors,Part # ABS914,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nInternal components welded to ensure permanent connection and durability\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(2 reviews),LIMITED LIFETIME REPLACEMENT,$47.49,20472949,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,47.49,0-50$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs952/20472917-P?searchTerm=sensors,Part # ABS952,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$159.99,20472917,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,159.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs887/20472908-P?searchTerm=sensors,Part # ABS887,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$185.99,20472908,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,185.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs806/20472894-P?searchTerm=sensors,Part # ABS806,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$206.99,20472894,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,206.99,201-400$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs807/20472893-P?searchTerm=sensors,Part # ABS807,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$191.99,20472893,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,191.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs784/20472860-P?searchTerm=sensors,Part # ABS784,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$161.99,20472860,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,161.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs880/20472820-P?searchTerm=sensors,Part # ABS880,[],"['', '100% pure copper windings provide higher resistance to internal shorts and breakdowns\nNeodymium magnet maintains strong magnetic field to ensure accurate, repeatable output signal\nFiberglass-filled thermoplastic Hall sensor covering withstands heat stress for extended durability and longevity\nHigh-quality harness covering prevents corrosion']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$174.99,20472820,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,174.99,101-200$,0.0,0.0
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs841/20472804-P?searchTerm=sensors,Part # ABS841,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(0 reviews),LIMITED LIFETIME REPLACEMENT,$335.99,20472804,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,,335.99,201-400$,,
carquest abs wheel speed sensor,Speed sensor,,https://shop.advanceautoparts.com/p/carquest-abs-wheel-speed-sensor-abs842/20472803-P?searchTerm=sensors,Part # ABS842,[],"['', 'As a global manufacturer, we have complete control of the manufacturing process from componentry to finished product\nOur ABS sensor line has complete coverage for domestic and import applications\nOver 1500 ABS numbers cataloged - and growing\nOur ABS sensors are engineered for precision performance, durability and a long service life\nFeaturing the broadest sensor coverage in the market, we meet the service professionals needs with the highest quality product every time he opens the box']",Carquest,ABS Wheel Speed Sensor,(1 reviews),LIMITED LIFETIME REPLACEMENT,$196.99,20472803,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=sensors&storeId=10151&catalogId=10051&langId=-1,Sensors,0.0,196.99,101-200$,0.0,0.0
