title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a13441x1 abigail 234-4169 oxygen o2 sensor upstream & downstream for toyota tundra land cruiser lexus lx470 sc400 lx570 ls600h ls400 compatible with bosch 13441 denso 234-4169,https://www.amazon.com/A13441X1-ABIGAIL-234-4169-Downstream-Compatible/dp/B07S5R2M41/ref=sr_1_290?dchild=1&keywords=sensor&qid=1633487288&s=automotive&sr=1-290,B07S5R2M41,A ABIGAIL,sensors,22.99,0-50$,30,690,0.04042004,,894650C150,0.24875,0-1pound,7.87 x 0.79 x 1.18 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsu 4.9 lambda wideband o2 oxygen sensor | for aem 30-4110 30-0300 30-0310 - x series afr inline controller - uego a/f ratio wideband 02 gauge | replace 17025 0258017025,https://www.amazon.com/Lambda-WideBand-30-4110-30-0300-30-0310/dp/B0863P6YLQ/ref=sr_1_291?dchild=1&keywords=sensor&qid=1633487288&s=automotive&sr=1-291,B0863P6YLQ,Gledewen,sensors,35.99,0-50$,307,11049,0.647247864,,"17025, 0258017025, 304110, 300300, 300310",0.35,0-1pound,6.1 x 4.7 x 1.7 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camshaft position sensor cam 12577245 compatible with buick regal chevrolet chevy equinox malibu hhr cobalt pontiac g5 g6 saturn sky vue ion gmc terrain css1655 12577245 2131690 917-720/zbn,https://www.amazon.com/Camshaft-Position-12577245-Chevrolet-ZBN/dp/B07QJ8WB41/ref=sr_1_292?dchild=1&keywords=sensor&qid=1633487288&s=automotive&sr=1-292,B07QJ8WB41,ZBN,sensors,11.99,0-50$,225,2698,0.158048216,,,0.09875,0-1pound,2.8 x 2.1 x 1.5 inches,1-50sq.inch,,Position sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eccpp knock detonation sensor compatible with 2000-2004 for nissan xterra for nissan frontier 1999-2004 for nissan pathfinder 2000 for nissan quest 1999-2000for mercury villager 22060-7b000,https://www.amazon.com/ECCPP-Detonation-Compatible-Pathfinder-22060-7B000/dp/B07P2CK2SL/ref=sr_1_292?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-292,B07P2CK2SL,ECCPP,sensors,26.99,0-50$,47,1269,0.074337726,,22060-7B000,0.09875,0-1pound,3.15 x 2.36 x 1.57 inches,1-50sq.inch,,Detonation sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikkuppa abs wheel speed sensor rear left/right 52125003ab 5s8494 replacement for 07-18 jeep wrangler 08-12 jeep liberty 07-11 dodge nitro,https://www.amazon.com/MIKKUPPA-Rear-Left-Right-52125003AB/dp/B07TXKZL2G/ref=sr_1_294?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-294,B07TXKZL2G,MIKKUPPA,sensors,13.99,0-50$,147,2057,0.120498584,ABS Wheel Speed Sensor,52125003AB,0.09875,0-1pound,3.5 x 0.63 x 1.38 inches,1-50sq.inch,,Speed sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 550-0103 tpms sensor,https://www.amazon.com/Denso-550-0103-TPMS-Sensor/dp/B00NQ05U24/ref=sr_1_296?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-296,B00NQ05U24,Denso,sensors,31.13,0-50$,190,5915,0.346499332,"GS 430,SC 430,SC 430,SC 430,LX 470,LX 470,RX 330,GX 470,GX 470,IS 250,IS 250,IS 250,IS 250,IS 250,IS 250,IS 350,IS 350,IS 350,IS 350,IS 350,IS 350,RX 350,RX 350,RX 350,RX 350,RX 350,RX 350,RX 350,RX 350,RX 350,ES 350,ES 350,ES 350,ES 350,ES 350,ES 350,GS 300,GS 450h,GS 450h,GS 450h,GS 450h,GS 450h,GS 350,GS 350,GS 350,GS 350,GS 350,LS 460,LS 460,LS 460,LS 460,LS 460,LS 460,RX 400h,RX 400h,LX 570,LX 570,LX 570,LX 570,LX 570,LX 570,LX 570,IS F,IS F,IS F,IS F,IS F,IS F,IS F,GS 460,GS 460,GS 460,GS 460,LS 600h,LS 600h,LS 600h,LS 600h,LS 600h,RX 450h,RX 450h,RX 450h,RX 450h,HS 250h,HS 250h,GX 460,GX 460,GX 460,GX 460,GX 460,GX 460,LFA,CT 200h,CT 200h,CT 200h,CT 200h,CT 200h,Vibe,Vibe,Vibe,Corolla,Corolla,Corolla,Corolla,Corolla,Corolla,Corolla,Camry,Camry,Camry,Camry,Camry,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,Prius,Prius,Prius,Prius,Prius,Prius,Prius,Prius,Prius,Prius,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Matrix,Matrix,Matrix,Matrix,Matrix,Matrix,Matrix,Avalon,Avalon,Avalon,Avalon,Avalon,Avalon,Highlander,Highlander,Highlander,Highlander,Highlander,Highlander,Highlander,RAV4,RAV4,RAV4,RAV4,RAV4,RAV4,RAV4,Solara,Solara,Land Cruiser,Land Cruiser,Land Cruiser,Land Cruiser,Land Cruiser,Land Cruiser,FJ Cruiser,FJ Cruiser,FJ Cruiser,FJ Cruiser,FJ Cruiser,FJ Cruiser,FJ Cruiser,Yaris,Yaris,Yaris,Yaris,Yaris,Venza,Venza,Venza,Venza,Venza,Venza,Venza,xB,xB,xB,xB,xB,xB,xB,xB,tC,tC,tC,tC,tC,tC,tC,tC,tC,tC,xD,xD,xD,xD,xD,xD,xD,iQ,iQ,iQ,iQ*:*225",,0.18,0-1pound,,,Japan,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdwtps 13586335 gm tire pressure sensor 315mhz tire pressure monitoring system(tpms) replacement for chevy gmc cadillac buick set of 4,https://www.amazon.com/HLC-13586335-Pressure-Monitoring-Chevrolet/dp/B07FMWYZLM/ref=sr_1_298?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-298,B07FMWYZLM,CDWTPS,sensors,38.99,0-50$,351,13685,0.801664134,,"13581559,20923680,20925924,20964159., 13589597,15254101,15920615,15123145,, 13598771,13598772,13586335,13581558,, 22854866,12768826,20922900,20964159, 25952370,15922396, 15268606.15825475",0.31875,0-1pound,4.37 x 3.62 x 2.28 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirozo 234-9009 oxygen o2 sensor upstream for toyota avalon camry highlander rav4 sienna solara for lexus es300 rx300 sensor 1 air fuel ratio sensor o2 sensor 1pcs,https://www.amazon.com/MIROZO-234-9009-Oxygen-Upstream-Highlander/dp/B08RYPWGBR/ref=sr_1_301?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-301,B08RYPWGBR,MIROZO,sensors,41.99,0-50$,90,3779,0.221372946,"For Toyota, for Lexus","234-9009, 8946741011, 8946748011",0.2875,0-1pound,5.71 x 2.56 x 1.77 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amaam o2 oxygen sensor plug standard m18 x 1.5,https://www.amazon.com/Oxygen-Sensor-Plug-Standard-M18/dp/B01LDS0YRQ/ref=sr_1_305?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-305,B01LDS0YRQ,AMAAM,sensors,5.99,0-50$,231,1384,0.0810744,,,0.059375,0-1pound,4.2 x 2.2 x 0.95 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4206 oxygen sensor,https://www.amazon.com/Denso-234-4206-Oxygen-Sensor/dp/B000C5UFOY/ref=sr_1_307?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-307,B000C5UFOY,Denso,sensors,54.12,51-100$,54,2922,0.171170084,"LX 450,LX 450,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,Tundra,Tundra,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Previa,Previa,Previa,Previa,Land Cruiser,Land Cruiser,Land Cruiser,LX 450,LX 450,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,4Runner,Tundra,Tundra,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,T100,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Tacoma,Previa,Previa,Previa,Previa,Land Cruiser,Land Cruiser,Land Cruiser*:*222",234-4206,0.22,0-1pound,5.71 x 2.56 x 1.77 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12677836 oil pressure sensor switch replaces d1846a1261664612573107 ps308 compatible with chevrolet chevy silverado cadillac gmc pontiac buick rainier,https://www.amazon.com/12677836-Pressure-Compatible-Chevrolet-Silverado/dp/B09CKB7LDS/ref=sr_1_309?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-309,B09CKB7LDS,YOHAIR,sensors,18.55,0-50$,51,946,0.055416461,,,0.06625,0-1pound,6.22 x 4.09 x 1.18 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downstream 234-4732 oxygen o2 sensor compatible with subaru impreza forester legacy outback baja impreza wrx saab 9-2x doicoo,https://www.amazon.com/DOICOO-Oxygen-Sensor-Fit-Selected/dp/B074V8KTXG/ref=sr_1_312?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-312,B074V8KTXG,DOICOO,sensors,20.99,0-50$,60,1259,0.073751929,,,0.3125,0-1pound,6.26 x 4.61 x 1.73 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus manifold absolute pressure sensor map sensor compatible for honda acura isuzu,https://www.amazon.com/MOSTPLUS-Manifold-Absolute-Pressure-Sensor/dp/B07L9S82VP/ref=sr_1_313?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-313,B07L9S82VP,MOSTPLUS,sensors,9.88,0-50$,199,1966,0.115167825,,"37830-PAA-S00, 37830PAAS00, SU4022 , 37830-P05-A01, 37830P7AN11, 37830-P7A-N11, 37830-P0G-S00, 37830P0GS00, 5862028450, AS64, 5S2396, 158-0880, 1580880,5862028450",0.06625,0-1pound,3.46 x 2.01 x 2.01 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdwtps 56029398ab tpms sensor433mhz tire pressure monitoring system sensortpms replacemernt for chrysler dodge jeep ram fiat(4-pack),https://www.amazon.com/CDWTPS-Pressure-56029398AB-Chrysler-Volkswagen/dp/B07R4TQX7K/ref=sr_1_316?dchild=1&keywords=sensor&qid=1633487337&s=automotive&sr=1-316,B07R4TQX7K,CDWTPS,sensors,46.99,0-50$,163,7659,0.448662448,,56029398AB,0.33125,0-1pound,4.17 x 3.58 x 2.52 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 17025 oxygen sensor,https://www.amazon.com/Bosch-Automotive-17025-Premium-Wideband/dp/B009J3EXGQ/ref=sr_1_17?dchild=1&keywords=bosch+automotive&qid=1633502872&sr=8-17,B009J3EXGQ,Bosh,sensors,54.95,51-100$,3089,169741,9.943388512,Premium Wideband Air/Fuel Oxygen Sensor (1-Pack),"17025, 258017025",0.3875,0-1pound,5.83 x 3.94 x 2.2 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 13444 premium oe fitment oxygen sensor for select 1996-04 buick cadillac chevrolet gmc isuzu oldsmobile and pontiac vehicles,https://www.amazon.com/Bosch-13444-Cadillac-Chevrolet-Oldsmobile/dp/B000BZEHW6/ref=sr_1_49?dchild=1&keywords=bosch+automotive&qid=1633504459&sr=8-49,B000BZEHW6,Bosh,sensors,28.78,0-50$,360,10361,0.606944983,"Eldorado,Eldorado,Eldorado,Eldorado,Eldorado,Eldorado,DeVille",19211436,0.1,0-1pound,2.2 x 1.97 x 5.83 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 13493 oxygen sensor oe fitment (honda),https://www.amazon.com/Bosch-13493-Oxygen-Sensor-Fitment/dp/B000VAQF4E/ref=sr_1_82?dchild=1&keywords=bosch+automotive&qid=1633504528&sr=8-82,B000VAQF4E,Bosh,sensors,41,0-50$,30,1230,0.072053115,"Accord,Accord,Accord,Accord,Accord,Accord,Accord,Accord,Accord,Accord*:*10",36531PAA307,0.25,0-1pound,2.2 x 1.97 x 5.83 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-9021 upstream heated oxygen sensor with 4-wire plug and 14.17 harness,https://www.amazon.com/Denso-234-9021-Oxygen-Sensor/dp/B000C5YD42/ref=sr_1_4?dchild=1&keywords=Denso&qid=1633503331&sr=8-4,B000C5YD42,Denso,sensors,108.78,101-200$,165,17949,1.051448268,OXYGEN SENSOR,,0.2625,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4603 downstream oxygen sensor with 4-connector 33.1 wire harness,https://www.amazon.com/Denso-234-4603-Oxygen-Sensor/dp/B000C5UFNU/ref=sr_1_5?dchild=1&keywords=Denso&qid=1633503331&sr=8-5,B000C5UFNU,Denso,sensors,51.88,51-100$,40,2075,0.12155302,OXYGEN SENSOR,,0.02,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4189 oxygen sensor,https://www.amazon.com/Denso-234-4189-Oxygen-Sensor/dp/B000C5YCRA/ref=sr_1_6?dchild=1&keywords=Denso&qid=1633503331&sr=8-6,B000C5YCRA,Denso,sensors,53.79,51-100$,60,3227,0.189036913,OXYGEN SENSOR,,0.2625,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-9040 air fuel ratio sensor,https://www.amazon.com/Denso-234-9040-Fuel-Ratio-Sensor/dp/B000PWTIUG/ref=sr_1_8?dchild=1&keywords=Denso&qid=1633503331&sr=8-8,B000PWTIUG,Denso,sensors,100.64,101-200$,68,6844,0.400919937,Air Fuel Ratio Sensor,,0.2625,0-1pound,5.9 x 1.9 x 2.2 inches,1-50sq.inch,China,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 196-4001 camshaft sensor,https://www.amazon.com/Denso-196-4001-Camshaft-Sensor/dp/B00NPZUB24/ref=sr_1_12?dchild=1&keywords=Denso&qid=1633503331&sr=8-12,B00NPZUB24,Denso,sensors,54.89,51-100$,30,1647,0.096480879,,,0.08,0-1pound,,,Japan,Cam sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4138 oxygen sensor,https://www.amazon.com/Denso-234-4138-Oxygen-Sensor/dp/B000C5YCUW/ref=sr_1_13?dchild=1&keywords=Denso&qid=1633503331&sr=8-13,B000C5YCUW,Denso,sensors,36.92,0-50$,77,2843,0.166542282,OXYGEN SENSOR,,1,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4162 oxygen sensor,https://www.amazon.com/Denso-234-4162-Oxygen-Sensor/dp/B000C5UFK8/ref=sr_1_14?dchild=1&keywords=Denso&qid=1633503331&sr=8-14,B000C5UFK8,Denso,sensors,44.93,0-50$,180,8087,0.473734589,OXYGEN SENSOR,,0.2625,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4733 honda downstream 4-wire 13.19 heated oxygen sensor,https://www.amazon.com/Denso-234-4733-Oxygen-Sensor/dp/B000C5SGCC/ref=sr_1_15?dchild=1&keywords=Denso&qid=1633503331&sr=8-15,B000C5SGCC,Denso,sensors,53.05,51-100$,150,7958,0.466177799,OXYGEN SENSOR,,0.25,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-9042 air fuel ratio sensor,https://www.amazon.com/Denso-234-9042-Fuel-Ratio-Sensor/dp/B000PWUX14/ref=sr_1_17?dchild=1&keywords=Denso&qid=1633503331&sr=8-17,B000PWUX14,Denso,sensors,91.05,51-100$,90,8195,0.480061204,OXYGEN SENSOR,,0.25,0-1pound,,,China,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4630 oxygen sensor,https://www.amazon.com/Denso-234-4630-Oxygen-Sensor/dp/B000C5SGAY/ref=sr_1_18?dchild=1&keywords=Denso&qid=1633503331&sr=8-18,B000C5SGAY,Denso,sensors,51.78,51-100$,38,1968,0.115284985,OXYGEN SENSOR,,0.2625,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4650 oxygen sensor,https://www.amazon.com/Denso-234-4650-Oxygen-Sensor/dp/B000C5WCYU/ref=sr_1_19?dchild=1&keywords=Denso&qid=1633503331&sr=8-19,B000C5WCYU,Denso,sensors,27.79,0-50$,49,1362,0.079785645,OXYGEN SENSOR,,0.2625,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-9012 air-fuel ratio sensor 4 wire direct fit heated wire length: 7.09,https://www.amazon.com/Denso-234-9012-Fuel-Ratio-Sensor/dp/B003YNHEBS/ref=sr_1_20?dchild=1&keywords=Denso&qid=1633503331&sr=8-20,B003YNHEBS,Denso,sensors,117.78,101-200$,30,3533,0.206962323,OXYGEN SENSOR,,0.15,0-1pound,5.9 x 2 x 2.2 inches,1-50sq.inch,USA,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
