title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,blade_type,size,blade_size_tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 24 inch & 18 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2418),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CR1BM/ref=sr_1_138?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-138&ts_id=15734861,B0843CR1BM,Trico,wiper blades,30.52,0-50$,90,2747,0.019460007806672,TRICO Platinum,,1.05,1.1-2pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aero voyager 22' + 22' premium all-season oem quality windshield wiper blades with extra rubber refill + 1 year warranty (set of 2),https://www.amazon.com/AERO-Quality-Season-Windshield-Blades/dp/B00O2IQ230/ref=sr_1_139?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-139&ts_id=15734861,B00O2IQ230,AERO,wiper blades,16.99,0-50$,1069,18162,0.128661325731628,,"Bosch Icon, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum",0.6875,0-1pound,22 x 4 x 4 inches,2011-500sq.inch,,all-season,22',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 24 inch & 20 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2420),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CQFRT/ref=sr_1_141?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-141&ts_id=15734861,B0843CQFRT,Trico,wiper blades,28.7,0-50$,153,4391,0.031106259293447,TRICO Platinum,,1.1,1.1-2pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 factory replacement for 2010-2016 bmw 5 & 7-series f01 f02 f04 f07 f10 m5 original equipment wiper blade set - 26'/18' (set of 2) side lock,https://www.amazon.com/wiper-2010-2016-Original-Equipment-Replacement/dp/B086PNTDJB/ref=sr_1_142?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-142&ts_id=15734861,B086PNTDJB,ZIXMMO,wiper blades,21.99,0-50$,330,7257,0.05140927435494,,"61612147361, 61 61 2 147 361, 61 61 2 163 749, 61612163749",0.85,0-1pound,17.5 x 13.8 x 1 inches,2011-500sq.inch,,,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 22 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2222),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CW9X5/ref=sr_1_143?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-143&ts_id=15734861,B0843CW9X5,Trico,wiper blades,35.09,0-50$,49,1719,0.012177558580149,TRICO Platinum,,1.05,1.1-2pound,24.5 x 6 x 1.25 inches,101-200sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autotex - m5 premium automotive wiper blade - universal replacement windshield-wipers - aerodynamic steel frame - all-weather - single blade (11'),https://www.amazon.com/AutoTex-M5-11-Traditional-Metal-Windshield/dp/B00HA6ME0Q/ref=sr_1_144?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-144&ts_id=15734861,B00HA6ME0Q,AutoTex,wiper blades,6.99,0-50$,111,776,0.005497257392784,M5-11,,0.2,0-1pound,17.1 x 2.2 x 0.5 inches,1-50sq.inch,,,11',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch wiper blade aerotwin a102s length: 650mm/475mm  set of front wiper blades,https://www.amazon.com/BOSCH-Aerotwin-Front-Windshield-Wiper/dp/B013VDWXTI/ref=sr_1_145?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-145&ts_id=15734861,B013VDWXTI,BOSCH,wiper blades,43.25,0-50$,130,5623,0.039833863813949,,"DENSO:DF-077,SWF:119 273,VALEO:VM818,VALEO:577818",0.55625,0-1pound,1.97 x 1.57 x 30.71 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 16 inch pack of 1 rear wiper blade for car (16-b),https://www.amazon.com/Trico-16-B-Exact-Wiper-Blade/dp/B0052XNOIA/ref=sr_1_146?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-146&ts_id=15734861,B0052XNOIA,Trico,wiper blades,5.9,0-50$,941,5552,0.039330893098888,Exact-Fit Rear Wiper Blade - 16 Inch,16-B,0.22,0-1pound,22 x 2.5 x 1 inches,51-100sq.inch,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oem quality new 26' + 19' premium all-season durable stable and quiet replacement windshield wiper blades (set of 2),https://www.amazon.com/Rooppa-QUALITY-Premium-All-Season-Windshield/dp/B08CKQHFH3/ref=sr_1_147?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-147&ts_id=15734861,B08CKQHFH3,Rooppa,wiper blades,13.99,0-50$,1020,14270,0.101090029632768,RP329,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum",0.93125,0-1pound,26 x 1 x 1 inches,1-50sq.inch,,all-season,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico white 26 inch & 15 inch pack of 2 extreme weather winter automotive replacement windshield wiper blades for my car (35-2615),https://www.amazon.com/TRICO-Extreme-Weather-Winter-Blades/dp/B0843CTC52/ref=sr_1_148?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633496978&s=automotive&sr=1-148&ts_id=15734861,B0843CTC52,Trico,wiper blades,23.92,0-50$,90,2153,0.015252055627144,TRICO White,,1.05,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico white 28 inch & 24 inch pack of 2 extreme weather winter automotive replacement windshield wiper blades for my car (35-2824),https://www.amazon.com/TRICO-Extreme-Weather-Winter-Blades/dp/B0843CQBCS/ref=sr_1_147?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-147&ts_id=15734861,B0843CQBCS,Trico,wiper blades,25.13,0-50$,30,754,0.005341407312061,TRICO White,,1.1,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aero voyager 26'+18' premium all-season windshield wiper blades oem replacement for toyota prius v 2014-2011 (set of 2),https://www.amazon.com/AERO-All-Season-Windshield-Replacement-2014-2011/dp/B07N52FCDF/ref=sr_1_148?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-148&ts_id=15734861,B07N52FCDF,AERO,wiper blades,17.99,0-50$,240,4318,0.030589120389229,,"8521247060, 85212YZZ1ETM, 85212YZZ1KTM, 8522247040",0.75,0-1pound,22 x 4 x 4 inches,2011-500sq.inch,,all-season,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eantac e-b 24' + 20' windshield wipersall-season front wiper blades for original equipment replacementdurable stable and quiet blade (pack of 2).,https://www.amazon.com/EANTAC-Windshield-All-Season-Equipment-Replacement/dp/B091CLF1CB/ref=sr_1_151?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-151&ts_id=15734861,B091CLF1CB,EANTAC,wiper blades,15.99,0-50$,330,5277,0.037382767089847,,,0.925,0-1pound,17.4 x 13.58 x 1.26 inches,2011-500sq.inch,,all-season,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 26 & 18 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2618),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CW36S/ref=sr_1_152?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-152&ts_id=15734861,B0843CW36S,Trico,wiper blades,22.97,0-50$,324,7442,0.052719831851931,TRICO Gold,,0.9875,0-1pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 28 inch & 21 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2821),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CV3B1/ref=sr_1_153?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-153&ts_id=15734861,B0843CV3B1,Trico,wiper blades,33.03,0-50$,42,1387,0.009825639180144,TRICO Platinum,,1.2,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rain-x 5079276-2 latitude 2-in-1 water repellency wiper blade 19' (pack of 1),https://www.amazon.com/Rain-X-5079276-2-Latitude-Water-Repellency/dp/B015JTJP34/ref=sr_1_154?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-154&ts_id=15734861,B015JTJP34,Rain-X,wiper blades,15.29,0-50$,25720,393259,2.78588394977944,5079276-2,,0.3,0-1pound,1.1 x 2.6 x 19 inches,51-100sq.inch,,,19',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 16' clear advantage beam wiper blade (2 pack),https://www.amazon.com/Bosch-Clear-Advantage-Wiper-Blade/dp/B01G9DAD1W/ref=sr_1_155?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-155&ts_id=15734861,B01G9DAD1W,BOSCH,wiper blades,12.93,0-50$,83,1073,0.007601233482548,,,,,,,,beam,16',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 11 inch pack of 1 rear wiper blade for car (11-a),https://www.amazon.com/Trico-Exact-Rear-Wiper-Blade/dp/B001KS0M5E/ref=sr_1_156?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-156&ts_id=15734861,B001KS0M5E,Trico,wiper blades,7.63,0-50$,386,2945,0.020862658533182,Exact-Fit Rear Wiper Blade - 11 Inch,11-A,0.200625,0-1pound,22 x 2.5 x 1 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikkuppa 20'+20' windshield wipers - replacement for 1999-2007 ford expedition 2005-2010 explorer - u/j hook all season wiper blades pack of 2,https://www.amazon.com/Windshield-2005-2010-Explorer-1999-2007-Expedition/dp/B07RT7WHQP/ref=sr_1_157?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-157&ts_id=15734861,B07RT7WHQP,MIKKUPPA,wiper blades,11.76,0-50$,45,529,0.003747486031937,Replacement for Explorer wiper blsdes,,0.9,0-1pound,22.5 x 12.25 x 1.3 inches,2011-500sq.inch,,,20',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anco 31-13 31-series wiper blade - 13' (pack of 1),https://www.amazon.com/ANCO-31-31-13-Wiper-Blade/dp/B000CFQMNC/ref=sr_1_158?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-158&ts_id=15734861,B000CFQMNC,Anco,wiper blades,7.45,0-50$,1886,14051,0.099538612920113,,31-13,0.25,0-1pound,0.1 x 0.1 x 0.1 inches,1-50sq.inch,Mexico,,13',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico white 28 inch pack of 2 extreme weather winter automotive replacement windshield wiper blades for my car (35-2828),https://www.amazon.com/TRICO-Extreme-Weather-Winter-Blades/dp/B0843CWLX7/ref=sr_1_161?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-161&ts_id=15734861,B0843CWLX7,Trico,wiper blades,25.13,0-50$,45,1131,0.008012110968091,TRICO White,,1.2,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aero avenger 26'+16' premium all-season windshield wiper blades with extra refills oem replacement for lexus nx200t nx300 nx300h (set of 2),https://www.amazon.com/AERO-Premium-Windshield-Blades-Replacement/dp/B07XZHGY1G/ref=sr_1_162?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-162&ts_id=15734861,B07XZHGY1G,AERO,wiper blades,23.99,0-50$,293,7029,0.049794100791081,,"8521278011, 85212A, 8522278012, 85222A",0.5,0-1pound,26 x 2 x 2 inches,101-200sq.inch,,all-season,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aslam windshield wipers all-season blade type-m 24'+22'multifunctional adapters and refills replaceabledouble service life(set of 2),https://www.amazon.com/ASLAM-Windshield-All-Season-Multifunctional-Replaceable/dp/B07FBYDDZL/ref=sr_1_164?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-164&ts_id=15734861,B07FBYDDZL,ASLAM,wiper blades,24.99,0-50$,49,1225,0.008678015858454,,"Bosch ICON Beam, Rain-X Latitude",0.9875,0-1pound,17.76 x 11.22 x 1.14 inches,2011-500sq.inch,,all-season,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikkuppa 21' + 19' front windshield wiper blade - durable stable and quiet - fit all weather performance - original equipment replacement (pack of 2),https://www.amazon.com/MIKKUPPA-Front-Windshield-Wiper-Blade/dp/B08DY13JS8/ref=sr_1_165?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-165&ts_id=15734861,B08DY13JS8,MIKKUPPA,wiper blades,17.99,0-50$,186,3346,0.023703380459092,,,0.5,0-1pound,18 x 12 x 1 inches,2011-500sq.inch,,,21',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoboo replacement for 2013-2020 ford escape edge focus 28'+28' pinch tab windshield wiper blade set-factory oe style,https://www.amazon.com/AUTOBOO-Replacement-2013-2020-Windshield-Set-Factory/dp/B08K3G5WSX/ref=sr_1_166?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-166&ts_id=15734861,B08K3G5WSX,AUTOBOO,wiper blades,24.99,0-50$,286,7147,0.050630023951324,,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum",0.7375,0-1pound,16.89 x 13.54 x 1.89 inches,2011-500sq.inch,,,28',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silblade flx 2620 premium beam wiper blade set - 26'/20' | fits various models of acura chrysler dodge ford jaguar kia land rover lexus lincoln ram toyota volvo,https://www.amazon.com/SilBlade-2620-Premium-Wiper-Blade/dp/B00NXRY5GW/ref=sr_1_167?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-167&ts_id=15734861,B00NXRY5GW,Silblade,wiper blades,19.96,0-50$,30,599,0.00424337265242,2620,1J0819644,1.15,1.1-2pound,28.6 x 6.1 x 1.9 inches,2011-500sq.inch,,beam,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 26 & 22 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2622),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843D755C/ref=sr_1_168?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-168&ts_id=15734861,B0843D755C,Trico,wiper blades,25.49,0-50$,357,9100,0.064465260662802,TRICO Gold,,1,0-1pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 18 inch pack of 2 automotive replacement windshield wiper blades for my car (18-1818),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CZXL8/ref=sr_1_170?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-170&ts_id=15734861,B0843CZXL8,Trico,wiper blades,20.15,0-50$,100,2015,0.014274450575335,TRICO Gold,,0.75,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rain-x 5079274-1 latitude wiper blade - 16' (pack of 1),https://www.amazon.com/Rain-X-5079274-1-16-Inch-Beam/dp/B00FRHOC82/ref=sr_1_171?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-171&ts_id=15734861,B00FRHOC82,Rain-X,wiper blades,12.52,0-50$,956,11969,0.084789528008031,5079274-1,5079274-1,0.3125,0-1pound,16 x 2.2 x 2.6 inches,51-100sq.inch,,,16',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aero hybrid 26' + 17' premium quality all-season windshield wiper blades (set of 2),https://www.amazon.com/AERO-Premium-Quality-All-Season-Windshield/dp/B06XX46BMF/ref=sr_1_172?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497030&s=automotive&sr=1-172&ts_id=15734861,B06XX46BMF,AERO,wiper blades,18.99,0-50$,30,570,0.004037933909648,,Michelin Stealth,0.875,0-1pound,26 x 4 x 4 inches,2011-500sq.inch,,hybrid,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autotex - rear automotive wiper blade - universal replacement windshield-wipers - all-weather rubber - qfr-12a fits roc lock 2 rear wiper arm (12'),https://www.amazon.com/AutoTex-Quick-Fit-Rear-Wiper/dp/B00G1H385A/ref=sr_1_171?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-171&ts_id=15734861,B00G1H385A,AutoTex,wiper blades,7.25,0-50$,611,4430,0.031382538982002,,,0.22,0-1pound,12 x 2 x 1.5 inches,1-50sq.inch,,,12',10-15inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michelin 14619 radius premium beam with frameless curved design 19' wiper blade 1 pack,https://www.amazon.com/Michelin-14619-Radius-Premium-Frameless/dp/B0773PKFJN/ref=sr_1_172?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-172&ts_id=15734861,B0773PKFJN,MICHELIN,wiper blades,14.99,0-50$,75,1124,0.007962522306043,,,0.24875,0-1pound,19 x 2.13 x 1 inches,1-50sq.inch,China,beam,19',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico tri:18-17b beam wiper blade 1 pack,https://www.amazon.com/TRICO-TRI-18-17B-Wiper-Blade/dp/B077DMMTPC/ref=sr_1_174?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-174&ts_id=15734861,B077DMMTPC,Trico,wiper blades,11.61,0-50$,136,1579,0.011185785339183,,,0.35,0-1pound,36 x 4 x 4 inches,501-1000sq.inch,,beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 26 & 24 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2624),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CPBB2/ref=sr_1_175?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-175&ts_id=15734861,B0843CPBB2,Trico,wiper blades,22.7,0-50$,53,1203,0.008522165777731,TRICO Gold,,1.1,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 14-b rear integral wiper blade - 14 inch,https://www.amazon.com/TRICO-Exact-14-B-Integral-Wiper/dp/B001KS6FPA/ref=sr_1_176?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-176&ts_id=15734861,B001KS6FPA,Trico,wiper blades,9.35,0-50$,361,3375,0.023908819201863,Exact-Fit Rear Wiper Blade - 14 Inch,14-B,0.22,0-1pound,22 x 2.5 x 1 inches,51-100sq.inch,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autopartsmaster windshield wiper blades 26' + 17' bracketless beam wiper u j hook windshield wiper blades model. 19m28-1 (set of 2),https://www.amazon.com/AutopartsMaster-Windshield-blades-Bracketless-19M28-1/dp/B07S8VTP5X/ref=sr_1_177?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-177&ts_id=15734861,B07S8VTP5X,AutopartsMaster,wiper blades,15.99,0-50$,30,480,0.003400365397598,,Windshield wiper blades front window driver passenger side,0.70625,0-1pound,27.68 x 2.09 x 1.69 inches,51-100sq.inch,,beam,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motorcraft ww2705 wiper blade assembly,https://www.amazon.com/Motorcraft-WW-2705-Wiper-Blade-Assembly/dp/B009B5SNCC/ref=sr_1_178?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-178&ts_id=15734861,B009B5SNCC,Motorcraft,wiper blades,11.68,0-50$,45,526,0.003726233748202,WW-2705,WW*2705*,0.20875,0-1pound,23.15 x 2.29 x 3.35 inches,101-200sq.inch,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico white 24 inch & 22 inch pack of 2 extreme weather winter automotive replacement windshield wiper blades for my car (35-2422),https://www.amazon.com/TRICO-Extreme-Weather-Winter-Blades/dp/B0843CZRF7/ref=sr_1_180?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-180&ts_id=15734861,B0843CZRF7,Trico,wiper blades,,,60,0,0,TRICO White,,1.05,1.1-2pound,24.5 x 6 x 1.25 inches,101-200sq.inch,,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoboo 11 inch rear windshield wiper blade replacement for ford explorer 2011-2018escape 2013-2018lincoln mkx 2016-2018-original factory quality oe:bb5z17526c,https://www.amazon.com/AUTOBOO-Windshield-2011-2018-2013-2018-2016-2018/dp/B07ZXQ1RG5/ref=sr_1_181?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-181&ts_id=15734861,B07ZXQ1RG5,AUTOBOO,wiper blades,10.99,0-50$,346,3803,0.026940811681389,,,0.2,0-1pound,14.8 x 2.2 x 0.79 inches,1-50sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michelin 14520 cyclone premium hybrid 20' wiper blade with smart-flex technology 1 pack,https://www.amazon.com/Michelin-14520-Cyclone-Smart-Flex-Technology/dp/B0773HXG3M/ref=sr_1_182?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-182&ts_id=15734861,B0773HXG3M,MICHELIN,wiper blades,17.13,0-50$,724,12402,0.087856940960447,,,0.6625,0-1pound,20 x 3.13 x 1 inches,51-100sq.inch,China,hybrid,20',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oem wiper blades replacement for 07-13 chevy avalanche silverado tahoe suburban 05-18 gmc sierra yukon cadillac escalade ext esv slk slc-original equipment wipers 22'+22' (set of 2),https://www.amazon.com/Windshield-Chevrolet-Mercedes-Benz-SLC-Original-Replacement-22/dp/B083FLJRX1/ref=sr_1_185?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-185&ts_id=15734861,B083FLJRX1,AUTOBOO,wiper blades,23.99,0-50$,219,5254,0.037219832914545,,"A1718202500 1718200645M, Genuine Chevrolet Part Number: 25877402, Other Part Number: 15284095, 15930910",0.56875,0-1pound,21.02 x 7.44 x 1.65 inches,2011-500sq.inch,,,22',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x autohaux 24 in 18 in front windshield wiper blades for mazda cx-5 cx-9 cx5 cx9 2017 2018 2019 (not for j hook adapter),https://www.amazon.com/AUTOHAUX-a18011900ux0046-Exact-Windshield-Wiper/dp/B079LY7MQZ/ref=sr_1_186?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-186&ts_id=15734861,B079LY7MQZ,X AUTOHAUX,wiper blades,19.69,0-50$,245,4824,0.034173672245864,,,0.7375,0-1pound,29.55 x 1.58 x 1.97 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wipers factory for 2018-2021 toyota chr c-hr 2015-2021 lexus nx200t nx300 nx300h original equipment replacement windshield wiper blades set - 26'/16' top lock (not for j hook adapter),https://www.amazon.com/2018-2021-2015-2021-Equipment-Replacement-Windshield/dp/B09BQTQ7BZ/ref=sr_1_187?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-187&ts_id=15734861,B09BQTQ7BZ,ANRDDO,wiper blades,24.99,0-50$,80,1999,0.014161105062082,,"3 397 014 156, 3397014156, 85212 78010,85212-78011, 85222 78011, A 156 S, A156S",0.8375,0-1pound,17.91 x 13.86 x 1.1 inches,2011-500sq.inch,,,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wiper blades set replacement for volvo v50 v70 xc70 xc90 s80 s60 original equipment replacement wipers - 24'/22' (set of 2),https://www.amazon.com/dp/B08QFT7G83,B08QFT7G83,AUTOBOO,wiper blades,21.99,0-50$,50,1100,0.007792504036163,,,0.5,0-1pound,17.13 x 13.35 x 2.05 inches,2011-500sq.inch,,,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
